ts,iso_time,ph,o2,temp
1759809070085,2025-10-07T11:51:10.085000,7.1,7.64,26.4
1759809076610,2025-10-07T11:51:16.610000,7.1,7.65,26.4
1759809078378,2025-10-07T11:51:18.378000,7.1,7.65,26.4
1759809080064,2025-10-07T11:51:20.064000,7.1,7.65,26.4
1759809086646,2025-10-07T11:51:26.646000,7.1,7.64,26.4
1759809088404,2025-10-07T11:51:28.404000,7.1,7.64,26.4
1759809090077,2025-10-07T11:51:30.077000,7.1,7.64,26.4
1759809096681,2025-10-07T11:51:36.681000,7.1,7.66,26.4
1759809098377,2025-10-07T11:51:38.377000,7.1,7.66,26.4
1759809100075,2025-10-07T11:51:40.075000,7.1,7.66,26.4
1759809100136,2025-10-07T11:51:40.136000,7.1,7.66,26.4
1759809100136,2025-10-07T11:51:40.136000,7.1,7.66,26.4
1759809106584,2025-10-07T11:51:46.584000,7.1,7.66,26.4
1759809108371,2025-10-07T11:51:48.371000,7.1,7.66,26.4
1759809110078,2025-10-07T11:51:50.078000,7.1,7.66,26.4
1759809116576,2025-10-07T11:51:56.576000,7.1,7.63,26.4
1759809118405,2025-10-07T11:51:58.405000,7.1,7.63,26.4
1759809120077,2025-10-07T11:52:00.077000,7.1,7.63,26.4
1759809126582,2025-10-07T11:52:06.582000,7.1,7.62,26.4
1759809128372,2025-10-07T11:52:08.372000,7.1,7.62,26.4
1759809130088,2025-10-07T11:52:10.088000,7.1,7.62,26.4
1759809136616,2025-10-07T11:52:16.616000,7.1,7.65,26.4
1759809138387,2025-10-07T11:52:18.387000,7.1,7.65,26.4
1759809140070,2025-10-07T11:52:20.070000,7.1,7.65,26.4
1759809146654,2025-10-07T11:52:26.654000,7.1,7.66,26.4
1759809148393,2025-10-07T11:52:28.393000,7.1,7.66,26.4
1759809150064,2025-10-07T11:52:30.064000,7.1,7.66,26.4
1759809156571,2025-10-07T11:52:36.571000,7.1,7.65,26.4
1759809158387,2025-10-07T11:52:38.387000,7.1,7.65,26.4
1759809160063,2025-10-07T11:52:40.063000,7.1,7.65,26.4
1759809160087,2025-10-07T11:52:40.087000,7.1,7.65,26.4
1759809160088,2025-10-07T11:52:40.088000,7.1,7.65,26.4
1759809166602,2025-10-07T11:52:46.602000,7.1,7.66,26.4
1759809168387,2025-10-07T11:52:48.387000,7.1,7.66,26.4
1759809170067,2025-10-07T11:52:50.067000,7.1,7.66,26.4
1759809176567,2025-10-07T11:52:56.567000,7.1,7.65,26.4
1759809178592,2025-10-07T11:52:58.592000,7.1,7.65,26.4
1759809180075,2025-10-07T11:53:00.075000,7.1,7.65,26.4
1759809186608,2025-10-07T11:53:06.608000,7.1,7.61,26.4
1759809188387,2025-10-07T11:53:08.387000,7.1,7.61,26.4
1759809190082,2025-10-07T11:53:10.082000,7.1,7.61,26.4
1759809196569,2025-10-07T11:53:16.569000,7.1,7.64,26.4
1759809198398,2025-10-07T11:53:18.398000,7.1,7.64,26.4
1759809200074,2025-10-07T11:53:20.074000,7.1,7.64,26.4
1759809206658,2025-10-07T11:53:26.658000,7.1,7.63,26.4
1759809208384,2025-10-07T11:53:28.384000,7.1,7.63,26.4
1759809210066,2025-10-07T11:53:30.066000,7.1,7.63,26.4
1759809216694,2025-10-07T11:53:36.694000,7.1,7.66,26.4
1759809218386,2025-10-07T11:53:38.386000,7.1,7.66,26.4
1759809220085,2025-10-07T11:53:40.085000,7.1,7.66,26.4
1759809220116,2025-10-07T11:53:40.116000,7.1,7.66,26.4
1759809220116,2025-10-07T11:53:40.116000,7.1,7.66,26.4
1759809226573,2025-10-07T11:53:46.573000,7.1,7.64,26.4
1759809228377,2025-10-07T11:53:48.377000,7.1,7.64,26.4
1759809230073,2025-10-07T11:53:50.073000,7.1,7.64,26.4
1759809250080,2025-10-07T11:54:10.080000,7.1,7.62,26.4
1759809256630,2025-10-07T11:54:16.630000,7.1,7.61,26.4
1759809258369,2025-10-07T11:54:18.369000,7.1,7.61,26.4
1759809260073,2025-10-07T11:54:20.073000,7.1,7.61,26.4
1759809266666,2025-10-07T11:54:26.666000,7.1,7.63,26.4
1759809268382,2025-10-07T11:54:28.382000,7.1,7.63,26.4
1759809270073,2025-10-07T11:54:30.073000,7.1,7.63,26.4
1759809276577,2025-10-07T11:54:36.577000,7.1,7.66,26.4
1759809278367,2025-10-07T11:54:38.367000,7.1,7.66,26.4
1759809280088,2025-10-07T11:54:40.088000,7.1,7.66,26.4
1759809280123,2025-10-07T11:54:40.123000,7.1,7.66,26.4
1759809280124,2025-10-07T11:54:40.124000,7.1,7.66,26.4
1759809286564,2025-10-07T11:54:46.564000,7.1,7.64,26.4
1759809288375,2025-10-07T11:54:48.375000,7.1,7.64,26.4
1759809290082,2025-10-07T11:54:50.082000,7.1,7.64,26.4
1759809296580,2025-10-07T11:54:56.580000,7.1,7.64,26.4
1759809298397,2025-10-07T11:54:58.397000,7.1,7.64,26.4
1759809300077,2025-10-07T11:55:00.077000,7.1,7.64,26.4
1759809306617,2025-10-07T11:55:06.617000,7.1,7.63,26.4
1759809308384,2025-10-07T11:55:08.384000,7.1,7.63,26.4
1759809310058,2025-10-07T11:55:10.058000,7.1,7.63,26.4
1759809316637,2025-10-07T11:55:16.637000,7.1,7.61,26.4
1759809318482,2025-10-07T11:55:18.482000,7.1,7.61,26.4
1759809320069,2025-10-07T11:55:20.069000,7.1,7.61,26.4
1759809326556,2025-10-07T11:55:26.556000,7.1,7.62,26.4
1759809328380,2025-10-07T11:55:28.380000,7.1,7.62,26.4
1759809330083,2025-10-07T11:55:30.083000,7.1,7.62,26.4
1759809336541,2025-10-07T11:55:36.541000,7.1,7.64,26.4
1759809338394,2025-10-07T11:55:38.394000,7.1,7.64,26.4
1759809340067,2025-10-07T11:55:40.067000,7.1,7.64,26.4
1759809340091,2025-10-07T11:55:40.091000,7.1,7.64,26.4
1759809340091,2025-10-07T11:55:40.091000,7.1,7.64,26.4
1759809346620,2025-10-07T11:55:46.620000,7.1,7.64,26.4
1759809348381,2025-10-07T11:55:48.381000,7.1,7.64,26.4
1759809350083,2025-10-07T11:55:50.083000,7.1,7.64,26.4
1759809356590,2025-10-07T11:55:56.590000,7.1,7.64,26.4
1759809358377,2025-10-07T11:55:58.377000,7.1,7.64,26.4
1759809360077,2025-10-07T11:56:00.077000,7.1,7.64,26.4
1759809366558,2025-10-07T11:56:06.558000,7.1,7.63,26.4
1759809368409,2025-10-07T11:56:08.409000,7.1,7.63,26.4
1759809370073,2025-10-07T11:56:10.073000,7.1,7.63,26.4
1759809376589,2025-10-07T11:56:16.589000,7.1,7.62,26.4
1759809378392,2025-10-07T11:56:18.392000,7.1,7.62,26.4
1759809380073,2025-10-07T11:56:20.073000,7.1,7.62,26.4
1759809386628,2025-10-07T11:56:26.628000,7.1,7.62,26.4
1759809388394,2025-10-07T11:56:28.394000,7.1,7.62,26.4
1759809390052,2025-10-07T11:56:30.052000,7.1,7.62,26.4
1759809396595,2025-10-07T11:56:36.595000,7.1,7.63,26.4
1759809398400,2025-10-07T11:56:38.400000,7.1,7.63,26.4
1759809400086,2025-10-07T11:56:40.086000,7.1,7.63,26.4
1759809400140,2025-10-07T11:56:40.140000,7.1,7.63,26.4
1759809400140,2025-10-07T11:56:40.140000,7.1,7.63,26.4
1759809406561,2025-10-07T11:56:46.561000,7.1,7.64,26.4
1759809408398,2025-10-07T11:56:48.398000,7.1,7.64,26.4
1759809410070,2025-10-07T11:56:50.070000,7.1,7.64,26.4
1759809416579,2025-10-07T11:56:56.579000,7.1,7.63,26.4
1759809418424,2025-10-07T11:56:58.424000,7.1,7.63,26.4
1759809420074,2025-10-07T11:57:00.074000,7.1,7.63,26.4
1759809426687,2025-10-07T11:57:06.687000,7.1,7.63,26.4
1759809428394,2025-10-07T11:57:08.394000,7.1,7.63,26.4
1759809430085,2025-10-07T11:57:10.085000,7.1,7.63,26.4
1759809436672,2025-10-07T11:57:16.672000,7.1,7.62,26.4
1759809438430,2025-10-07T11:57:18.430000,7.1,7.62,26.4
1759809440062,2025-10-07T11:57:20.062000,7.1,7.62,26.4
1759809446542,2025-10-07T11:57:26.542000,7.1,7.6,26.4
1759809448381,2025-10-07T11:57:28.381000,7.1,7.6,26.4
1759809450078,2025-10-07T11:57:30.078000,7.1,7.6,26.4
1759809456601,2025-10-07T11:57:36.601000,7.1,7.62,26.4
1759809458399,2025-10-07T11:57:38.399000,7.1,7.62,26.4
1759809460082,2025-10-07T11:57:40.082000,7.1,7.62,26.4
1759809460118,2025-10-07T11:57:40.118000,7.1,7.62,26.4
1759809460119,2025-10-07T11:57:40.119000,7.1,7.62,26.4
1759809466583,2025-10-07T11:57:46.583000,7.1,7.63,26.4
1759809468402,2025-10-07T11:57:48.402000,7.1,7.63,26.4
1759809470080,2025-10-07T11:57:50.080000,7.1,7.63,26.4
1759809476586,2025-10-07T11:57:56.586000,7.1,7.64,26.4
1759809478389,2025-10-07T11:57:58.389000,7.1,7.64,26.4
1759809480064,2025-10-07T11:58:00.064000,7.1,7.64,26.4
1759809486630,2025-10-07T11:58:06.630000,7.1,7.63,26.4
1759809488395,2025-10-07T11:58:08.395000,7.1,7.63,26.4
1759809490073,2025-10-07T11:58:10.073000,7.1,7.63,26.4
1759809496657,2025-10-07T11:58:16.657000,7.1,7.63,26.4
1759809498405,2025-10-07T11:58:18.405000,7.1,7.63,26.4
1759809500083,2025-10-07T11:58:20.083000,7.1,7.63,26.4
1759809506569,2025-10-07T11:58:26.569000,7.1,7.61,26.4
1759809508388,2025-10-07T11:58:28.388000,7.1,7.61,26.4
1759809510074,2025-10-07T11:58:30.074000,7.1,7.61,26.4
1759809516544,2025-10-07T11:58:36.544000,7.1,7.61,26.4
1759809518405,2025-10-07T11:58:38.405000,7.1,7.61,26.4
1759809520057,2025-10-07T11:58:40.057000,7.1,7.61,26.4
1759809520102,2025-10-07T11:58:40.102000,7.1,7.61,26.4
1759809520102,2025-10-07T11:58:40.102000,7.1,7.61,26.4
1759809526557,2025-10-07T11:58:46.557000,7.1,7.62,26.4
1759809528386,2025-10-07T11:58:48.386000,7.1,7.62,26.4
1759809530079,2025-10-07T11:58:50.079000,7.1,7.62,26.4
1759809536601,2025-10-07T11:58:56.601000,7.1,7.63,26.4
1759809538392,2025-10-07T11:58:58.392000,7.1,7.63,26.4
1759809540079,2025-10-07T11:59:00.079000,7.1,7.63,26.4
1759809546628,2025-10-07T11:59:06.628000,7.1,7.63,26.4
1759809548397,2025-10-07T11:59:08.397000,7.1,7.63,26.4
1759809550087,2025-10-07T11:59:10.087000,7.1,7.63,26.4
1759809556671,2025-10-07T11:59:16.671000,7.1,7.63,26.4
1759809558508,2025-10-07T11:59:18.508000,7.1,7.63,26.4
1759809560085,2025-10-07T11:59:20.085000,7.1,7.63,26.4
1759809566575,2025-10-07T11:59:26.575000,7.1,7.63,26.4
1759809568385,2025-10-07T11:59:28.385000,7.1,7.63,26.4
1759809570090,2025-10-07T11:59:30.090000,7.1,7.63,26.4
1759809576569,2025-10-07T11:59:36.569000,7.1,7.61,26.4
1759809578395,2025-10-07T11:59:38.395000,7.1,7.61,26.4
1759809580086,2025-10-07T11:59:40.086000,7.1,7.61,26.4
1759809580118,2025-10-07T11:59:40.118000,7.1,7.61,26.4
1759809580119,2025-10-07T11:59:40.119000,7.1,7.61,26.4
1759809586585,2025-10-07T11:59:46.585000,7.1,7.63,26.4
1759809588393,2025-10-07T11:59:48.393000,7.1,7.63,26.4
1759809590061,2025-10-07T11:59:50.061000,7.1,7.63,26.4
1759809596562,2025-10-07T11:59:56.562000,7.1,7.64,26.4
1759809598388,2025-10-07T11:59:58.388000,7.1,7.64,26.4
1759809600080,2025-10-07T12:00:00.080000,7.1,7.64,26.4
1759809606592,2025-10-07T12:00:06.592000,7.1,7.64,26.4
1759809608430,2025-10-07T12:00:08.430000,7.1,7.64,26.4
1759809610084,2025-10-07T12:00:10.084000,7.1,7.64,26.4
1759809616614,2025-10-07T12:00:16.614000,7.1,7.64,26.4
1759809618398,2025-10-07T12:00:18.398000,7.1,7.64,26.4
1759809620098,2025-10-07T12:00:20.098000,7.1,7.64,26.4
1759809780077,2025-10-07T12:03:00.077000,7.1,7.62,26.4
1759809786655,2025-10-07T12:03:06.655000,7.1,7.63,26.4
1759809788380,2025-10-07T12:03:08.380000,7.1,7.63,26.4
1759809790075,2025-10-07T12:03:10.075000,7.1,7.63,26.4
1759809796570,2025-10-07T12:03:16.570000,7.1,7.65,26.4
1759809798397,2025-10-07T12:03:18.397000,7.1,7.65,26.4
1759809800076,2025-10-07T12:03:20.076000,7.1,7.65,26.4
1759809806583,2025-10-07T12:03:26.583000,7.1,7.65,26.4
1759809808394,2025-10-07T12:03:28.394000,7.1,7.65,26.4
1759809810077,2025-10-07T12:03:30.077000,7.1,7.65,26.4
1759809816574,2025-10-07T12:03:36.574000,7.1,7.64,26.4
1759809818399,2025-10-07T12:03:38.399000,7.1,7.64,26.4
1759809820089,2025-10-07T12:03:40.089000,7.1,7.64,26.4
1759809820141,2025-10-07T12:03:40.141000,7.1,7.64,26.4
1759809820142,2025-10-07T12:03:40.142000,7.1,7.64,26.4
1759809826591,2025-10-07T12:03:46.591000,7.1,7.64,26.4
1759809828435,2025-10-07T12:03:48.435000,7.1,7.64,26.4
1759809830088,2025-10-07T12:03:50.088000,7.1,7.64,26.4
1759809836629,2025-10-07T12:03:56.629000,7.1,7.62,26.4
1759809838471,2025-10-07T12:03:58.471000,7.1,7.62,26.4
1759809840085,2025-10-07T12:04:00.085000,7.1,7.62,26.4
1759809846661,2025-10-07T12:04:06.661000,7.1,7.64,26.4
1759809848505,2025-10-07T12:04:08.505000,7.1,7.64,26.4
1759809850069,2025-10-07T12:04:10.069000,7.1,7.64,26.4
1759809856561,2025-10-07T12:04:16.561000,7.1,7.65,26.4
1759809858379,2025-10-07T12:04:18.379000,7.1,7.65,26.4
1759809860073,2025-10-07T12:04:20.073000,7.1,7.65,26.4
1759809866566,2025-10-07T12:04:26.566000,7.1,7.65,26.4
1759810216571,2025-10-07T12:10:16.571000,7.1,7.63,26.4
1759810218403,2025-10-07T12:10:18.403000,7.1,7.63,26.4
1759810220064,2025-10-07T12:10:20.064000,7.1,7.63,26.4
1759810236571,2025-10-07T12:10:36.571000,7.1,7.63,26.4
1759810238448,2025-10-07T12:10:38.448000,7.1,7.63,26.4
1759810240098,2025-10-07T12:10:40.098000,7.1,7.63,26.4
1759810240184,2025-10-07T12:10:40.184000,7.1,7.63,26.4
1759810240184,2025-10-07T12:10:40.184000,7.1,7.63,26.4
1759810246610,2025-10-07T12:10:46.610000,7.1,7.62,26.4
1759810248396,2025-10-07T12:10:48.396000,7.1,7.62,26.4
1759810250078,2025-10-07T12:10:50.078000,7.1,7.62,26.4
1759810256553,2025-10-07T12:10:56.553000,7.1,7.62,26.4
1759810258383,2025-10-07T12:10:58.383000,7.1,7.62,26.4
1759810260074,2025-10-07T12:11:00.074000,7.1,7.62,26.4
1759810266570,2025-10-07T12:11:06.570000,7.1,7.63,26.4
1759810268388,2025-10-07T12:11:08.388000,7.1,7.63,26.4
1759810270087,2025-10-07T12:11:10.087000,7.1,7.63,26.4
1759810276586,2025-10-07T12:11:16.586000,7.1,7.64,26.4
1759810278401,2025-10-07T12:11:18.401000,7.1,7.64,26.4
1759810280063,2025-10-07T12:11:20.063000,7.1,7.64,26.4
1759810286588,2025-10-07T12:11:26.588000,7.1,7.61,26.4
1759810288386,2025-10-07T12:11:28.386000,7.1,7.61,26.4
1759810290079,2025-10-07T12:11:30.079000,7.1,7.61,26.4
1759810296572,2025-10-07T12:11:36.572000,7.1,7.61,26.4
1759810298454,2025-10-07T12:11:38.454000,7.1,7.61,26.4
1759810300095,2025-10-07T12:11:40.095000,7.1,7.61,26.4
1759810300126,2025-10-07T12:11:40.126000,7.1,7.61,26.4
1759810300127,2025-10-07T12:11:40.127000,7.1,7.61,26.4
1759810450072,2025-10-07T12:14:10.072000,7.1,7.65,26.4
1759810456575,2025-10-07T12:14:16.575000,7.1,7.63,26.4
1759810550077,2025-10-07T12:15:50.077000,7.1,7.58,26.4
1759810556560,2025-10-07T12:15:56.560000,7.1,7.6,26.4
1759810558372,2025-10-07T12:15:58.372000,7.1,7.6,26.4
1759810560056,2025-10-07T12:16:00.056000,7.1,7.6,26.4
1759810566566,2025-10-07T12:16:06.566000,7.1,7.61,26.4
1759810568400,2025-10-07T12:16:08.400000,7.1,7.61,26.4
1759810570074,2025-10-07T12:16:10.074000,7.1,7.61,26.5
1759810576591,2025-10-07T12:16:16.591000,7.1,7.63,26.5
1759810578418,2025-10-07T12:16:18.418000,7.1,7.63,26.5
1759810580068,2025-10-07T12:16:20.068000,7.1,7.63,26.4
1759810586608,2025-10-07T12:16:26.608000,7.1,7.63,26.4
1759810588452,2025-10-07T12:16:28.452000,7.1,7.63,26.4
1759810590095,2025-10-07T12:16:30.095000,7.1,7.63,26.4
1759810596644,2025-10-07T12:16:36.644000,7.1,7.62,26.4
1759810598487,2025-10-07T12:16:38.487000,7.1,7.62,26.4
1759810600090,2025-10-07T12:16:40.090000,7.1,7.62,26.5
1759810600157,2025-10-07T12:16:40.157000,7.1,7.62,26.5
1759810600157,2025-10-07T12:16:40.157000,7.1,7.62,26.5
1759810606677,2025-10-07T12:16:46.677000,7.1,7.61,26.5
1759810608380,2025-10-07T12:16:48.380000,7.1,7.61,26.5
1759810610074,2025-10-07T12:16:50.074000,7.1,7.61,26.5
1759810616595,2025-10-07T12:16:56.595000,7.1,7.6,26.5
1759810618401,2025-10-07T12:16:58.401000,7.1,7.6,26.5
1759810620070,2025-10-07T12:17:00.070000,7.1,7.6,26.4
1759810626570,2025-10-07T12:17:06.570000,7.1,7.62,26.4
1759810628401,2025-10-07T12:17:08.401000,7.1,7.62,26.4
1759810630078,2025-10-07T12:17:10.078000,7.1,7.62,26.4
1759810750072,2025-10-07T12:19:10.072000,7.1,7.6,26.5
1759810756592,2025-10-07T12:19:16.592000,7.1,7.63,26.5
1759810758436,2025-10-07T12:19:18.436000,7.1,7.63,26.5
1759810760066,2025-10-07T12:19:20.066000,7.1,7.63,26.5
1759810766608,2025-10-07T12:19:26.608000,7.1,7.64,26.5
1759810768472,2025-10-07T12:19:28.472000,7.1,7.64,26.5
1759810770111,2025-10-07T12:19:30.111000,7.1,7.64,26.5
1759810776663,2025-10-07T12:19:36.663000,7.1,7.65,26.5
1759810778386,2025-10-07T12:19:38.386000,7.1,7.65,26.5
1759810780089,2025-10-07T12:19:40.089000,7.1,7.65,26.5
1759810780126,2025-10-07T12:19:40.126000,7.1,7.65,26.5
1759810780127,2025-10-07T12:19:40.127000,7.1,7.65,26.5
1759810786570,2025-10-07T12:19:46.570000,7.1,7.63,26.5
1759810788392,2025-10-07T12:19:48.392000,7.1,7.63,26.5
1759810790074,2025-10-07T12:19:50.074000,7.1,7.63,26.5
1759810796573,2025-10-07T12:19:56.573000,7.1,7.62,26.5
1759810798401,2025-10-07T12:19:58.401000,7.1,7.62,26.5
1759810800077,2025-10-07T12:20:00.077000,7.1,7.62,26.5
1759810806636,2025-10-07T12:20:06.636000,7.1,7.6,26.5
1759810808423,2025-10-07T12:20:08.423000,7.1,7.6,26.5
1759810810084,2025-10-07T12:20:10.084000,7.1,7.6,26.5
1759810816584,2025-10-07T12:20:16.584000,7.1,7.6,26.5
1759810818453,2025-10-07T12:20:18.453000,7.1,7.6,26.5
1759810820089,2025-10-07T12:20:20.089000,7.1,7.6,26.5
1759810826694,2025-10-07T12:20:26.694000,7.1,7.62,26.5
1759810828478,2025-10-07T12:20:28.478000,7.1,7.62,26.5
1759810830085,2025-10-07T12:20:30.085000,7.1,7.62,26.5
1759810836575,2025-10-07T12:20:36.575000,7.1,7.63,26.5
1759810838374,2025-10-07T12:20:38.374000,7.1,7.63,26.5
1759810840091,2025-10-07T12:20:40.091000,7.1,7.63,26.5
1759810840114,2025-10-07T12:20:40.114000,7.1,7.63,26.5
1759810840115,2025-10-07T12:20:40.115000,7.1,7.63,26.5
1759810846565,2025-10-07T12:20:46.565000,7.1,7.63,26.5
1759810848378,2025-10-07T12:20:48.378000,7.1,7.63,26.5
1759810850059,2025-10-07T12:20:50.059000,7.1,7.63,26.5
1759810856571,2025-10-07T12:20:56.571000,7.1,7.62,26.5
1759810858380,2025-10-07T12:20:58.380000,7.1,7.62,26.5
1759810860073,2025-10-07T12:21:00.073000,7.1,7.62,26.5
1759810866577,2025-10-07T12:21:06.577000,7.1,7.61,26.5
1759810868414,2025-10-07T12:21:08.414000,7.1,7.61,26.5
1759810870087,2025-10-07T12:21:10.087000,7.1,7.61,26.4
1759810876557,2025-10-07T12:21:16.557000,7.1,7.6,26.4
1759810878399,2025-10-07T12:21:18.399000,7.1,7.6,26.4
1759810880090,2025-10-07T12:21:20.090000,7.1,7.6,26.5
1759810886585,2025-10-07T12:21:26.585000,7.1,7.62,26.5
1759810888485,2025-10-07T12:21:28.485000,7.1,7.62,26.5
1759810890084,2025-10-07T12:21:30.084000,7.1,7.62,26.5
1759810896586,2025-10-07T12:21:36.586000,7.1,7.63,26.5
1759810898397,2025-10-07T12:21:38.397000,7.1,7.63,26.5
1759810900073,2025-10-07T12:21:40.073000,7.1,7.63,26.5
1759810900085,2025-10-07T12:21:40.085000,7.1,7.63,26.5
1759810900087,2025-10-07T12:21:40.087000,7.1,7.63,26.5
1759810906550,2025-10-07T12:21:46.550000,7.1,7.62,26.5
1759810908431,2025-10-07T12:21:48.431000,7.1,7.62,26.5
1759810910084,2025-10-07T12:21:50.084000,7.1,7.62,26.5
1759810930075,2025-10-07T12:22:10.075000,7.1,7.61,26.5
1759810936587,2025-10-07T12:22:16.587000,7.1,7.6,26.5
1759810938464,2025-10-07T12:22:18.464000,7.1,7.6,26.5
1759811738410,2025-10-07T12:35:38.410000,7.1,7.62,26.5
1759811740076,2025-10-07T12:35:40.076000,7.1,7.62,26.5
1759811740111,2025-10-07T12:35:40.111000,7.1,7.62,26.5
1759811740112,2025-10-07T12:35:40.112000,7.1,7.62,26.5
1759811746577,2025-10-07T12:35:46.577000,7.1,7.62,26.5
1759811748445,2025-10-07T12:35:48.445000,7.1,7.62,26.5
1759811750088,2025-10-07T12:35:50.088000,7.1,7.62,26.5
1759811756574,2025-10-07T12:35:56.574000,7.1,7.62,26.5
1759811758481,2025-10-07T12:35:58.481000,7.1,7.62,26.5
1759811760117,2025-10-07T12:36:00.117000,7.1,7.62,26.5
1759811766590,2025-10-07T12:36:06.590000,7.1,7.61,26.5
1759811768468,2025-10-07T12:36:08.468000,7.1,7.61,26.5
1759811770152,2025-10-07T12:36:10.152000,7.1,7.61,26.5
1759811776552,2025-10-07T12:36:16.552000,7.1,7.6,26.5
1759811778398,2025-10-07T12:36:18.398000,7.1,7.6,26.5
1759811780080,2025-10-07T12:36:20.080000,7.1,7.6,26.5
1759811786579,2025-10-07T12:36:26.579000,7.1,7.59,26.5
1759811788401,2025-10-07T12:36:28.401000,7.1,7.59,26.5
1759811790105,2025-10-07T12:36:30.105000,7.1,7.59,26.5
1759811796577,2025-10-07T12:36:36.577000,7.1,7.61,26.5
1759811798398,2025-10-07T12:36:38.398000,7.1,7.61,26.5
1759811800097,2025-10-07T12:36:40.097000,7.1,7.61,26.5
1759811800125,2025-10-07T12:36:40.125000,7.1,7.61,26.5
1759811800125,2025-10-07T12:36:40.125000,7.1,7.61,26.5
1759811806581,2025-10-07T12:36:46.581000,7.1,7.62,26.5
1759811808402,2025-10-07T12:36:48.402000,7.1,7.62,26.5
1759811810110,2025-10-07T12:36:50.110000,7.1,7.62,26.5
1759811816568,2025-10-07T12:36:56.568000,7.1,7.62,26.5
1759811818486,2025-10-07T12:36:58.486000,7.1,7.62,26.5
1759811820125,2025-10-07T12:37:00.125000,7.1,7.62,26.5
1759811826578,2025-10-07T12:37:06.578000,7.1,7.62,26.5
1759811828521,2025-10-07T12:37:08.521000,7.1,7.62,26.5
1759811830090,2025-10-07T12:37:10.090000,7.1,7.62,26.5
1759811836581,2025-10-07T12:37:16.581000,7.1,7.61,26.5
1759811838402,2025-10-07T12:37:18.402000,7.1,7.61,26.5
1759811840194,2025-10-07T12:37:20.194000,7.1,7.61,26.5
1759811846583,2025-10-07T12:37:26.583000,7.1,7.59,26.5
1759811848410,2025-10-07T12:37:28.410000,7.1,7.59,26.5
1759811850080,2025-10-07T12:37:30.080000,7.1,7.59,26.5
1759811856605,2025-10-07T12:37:36.605000,7.1,7.61,26.5
1759811858405,2025-10-07T12:37:38.405000,7.1,7.61,26.5
1759811860088,2025-10-07T12:37:40.088000,7.1,7.61,26.5
1759811860129,2025-10-07T12:37:40.129000,7.1,7.61,26.5
1759811860129,2025-10-07T12:37:40.129000,7.1,7.61,26.5
1759811866583,2025-10-07T12:37:46.583000,7.1,7.62,26.5
1759811868457,2025-10-07T12:37:48.457000,7.1,7.62,26.5
1759811870097,2025-10-07T12:37:50.097000,7.1,7.62,26.5
1759811876583,2025-10-07T12:37:56.583000,7.1,7.62,26.5
1759811878436,2025-10-07T12:37:58.436000,7.1,7.62,26.5
1759811880135,2025-10-07T12:38:00.135000,7.1,7.62,26.5
1759811886571,2025-10-07T12:38:06.571000,7.1,7.62,26.5
1759811888527,2025-10-07T12:38:08.527000,7.1,7.62,26.5
1759811890081,2025-10-07T12:38:10.081000,7.1,7.62,26.5
1759811896582,2025-10-07T12:38:16.582000,7.1,7.62,26.5
1759811898404,2025-10-07T12:38:18.404000,7.1,7.62,26.5
1759811900064,2025-10-07T12:38:20.064000,7.1,7.62,26.5
1759811906590,2025-10-07T12:38:26.590000,7.1,7.6,26.5
1759811908403,2025-10-07T12:38:28.403000,7.1,7.6,26.5
1759811910087,2025-10-07T12:38:30.087000,7.1,7.6,26.5
1759811916582,2025-10-07T12:38:36.582000,7.1,7.59,26.5
1759811918430,2025-10-07T12:38:38.430000,7.1,7.59,26.5
1759811920101,2025-10-07T12:38:40.101000,7.1,7.59,26.5
1759811920125,2025-10-07T12:38:40.125000,7.1,7.59,26.5
1759811920125,2025-10-07T12:38:40.125000,7.1,7.59,26.5
1759811926592,2025-10-07T12:38:46.592000,7.1,7.61,26.5
1759811928403,2025-10-07T12:38:48.403000,7.1,7.61,26.5
1759811930099,2025-10-07T12:38:50.099000,7.1,7.61,26.5
1759811936582,2025-10-07T12:38:56.582000,7.1,7.62,26.5
1759811938428,2025-10-07T12:38:58.428000,7.1,7.62,26.5
1759811940137,2025-10-07T12:39:00.137000,7.1,7.62,26.5
1759811946577,2025-10-07T12:39:06.577000,7.1,7.62,26.5
1759811948398,2025-10-07T12:39:08.398000,7.1,7.62,26.5
1759811950178,2025-10-07T12:39:10.178000,7.1,7.62,26.5
1759811956590,2025-10-07T12:39:16.590000,7.1,7.62,26.5
1759811958390,2025-10-07T12:39:18.390000,7.1,7.62,26.5
1759811960068,2025-10-07T12:39:20.068000,7.1,7.62,26.5
1759811966582,2025-10-07T12:39:26.582000,7.1,7.61,26.5
1759811968407,2025-10-07T12:39:28.407000,7.1,7.61,26.5
1759811970080,2025-10-07T12:39:30.080000,7.1,7.61,26.5
1759811976597,2025-10-07T12:39:36.597000,7.1,7.59,26.5
1759811978416,2025-10-07T12:39:38.416000,7.1,7.59,26.5
1759811980077,2025-10-07T12:39:40.077000,7.1,7.59,26.5
1759811980112,2025-10-07T12:39:40.112000,7.1,7.59,26.5
1759811980126,2025-10-07T12:39:40.126000,7.1,7.59,26.5
1759811986589,2025-10-07T12:39:46.589000,7.1,7.61,26.5
1759811988404,2025-10-07T12:39:48.404000,7.1,7.61,26.5
1759811990109,2025-10-07T12:39:50.109000,7.1,7.61,26.5
1759811996569,2025-10-07T12:39:56.569000,7.1,7.62,26.5
1759811998438,2025-10-07T12:39:58.438000,7.1,7.62,26.5
